Chr	GeneID	Start	Stop	CodingLength	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10
chr1	CDC42BPA	227177566	227505826	10506	16350	7438	19480	11398	6282	14096	7830	14000	14278	6350
chr1	CDC42SE1	151023447	151032125	3183	8758	7058	10732	6718	7878	7756	8448	7766	7642	7124
chr1	CDC7	91966404	91991321	3415	2750	2012	3142	2298	2552	2332	2452	2414	2448	2138
chr1	CDC73	193091088	193223942	5939	7182	4002	8556	5538	4552	6488	4542	6366	6416	4092
chr1	CDCA8	38158159	38175391	2303	8806	8498	10404	6444	9716	7856	10888	7912	7256	9088
chr1	CDCP2	54604668	54619443	2723	2	4	4	4	0	2	4	4	0	0
chr1	CDK11A	1634170	1655791	2627	594	792	632	332	1292	510	1166	514	538	1166
chr1	CDK11B	1571100	1655775	2527	1232	1656	1484	956	2104	1070	1948	1074	1196	1906
chr1	CDK18	205473684	205501921	3274	50	50	60	38	58	58	72	54	42	56
chr1	CDKN2C	51434367	51440309	2478	7812	8750	9190	4834	14350	6908	13758	6526	6516	13456
chr1	CELA2A	15783223	15798586	920	6	0	6	6	8	0	4	0	4	2
chr1	CELA2B	15802596	15817895	923	8	4	8	4	10	4	18	2	6	10
chr1	CELA3A	22328149	22339035	907	0	0	0	0	0	2	0	0	0	0
chr1	CELA3B	22303418	22315847	1003	0	2	0	0	0	0	2	0	0	0
chr1	CELF3	151672534	151689290	5850	10	14	18	6	24	14	22	14	8	18
chr1	CELSR2	109792641	109818378	10540	1780	1240	2026	1026	602	1478	1120	1644	1410	664
chr1	CENPF	214776532	214837914	10296	41908	20340	49508	28400	15136	38168	21502	34826	32148	14432
chr1	CENPL	173768688	173793777	2787	2216	1814	2490	1564	1838	1900	2084	1920	1834	1824
chr1	CEP104	3728645	3773797	6458	4296	3414	4848	3052	3722	3680	3950	3942	3652	3504
chr1	CEP170	243287730	243418708	7214	10562	4968	13088	8796	4438	9094	4514	9836	9670	3954
chr1	CEP350	179923908	180084015	13456	8750	3416	11378	6508	2674	7650	3396	7874	7686	2590
chr1	CEP85	26560693	26605299	3935	3856	3958	4726	2970	3984	3126	4498	3378	3254	3604
chr1	CEPT1	111682249	111727724	2348	2702	2394	3148	2006	2642	2312	2714	2320	2430	2524
chr1	CERS2	150937649	150947479	2544	19048	18878	21512	13468	25226	16242	24132	16508	16072	23056
chr1	CFH	196621008	196716634	4375	14264	8826	15180	8758	10494	12026	12400	10136	11916	10626
chr1	CFHR1	196788861	196801319	1297	2	6	6	6	8	8	4	6	4	6
chr1	CFHR2	196912934	196928356	1036	0	2	0	0	0	0	0	0	0	0
chr1	CFHR3	196743930	196763203	1640	12	2	10	0	0	2	12	0	2	10
chr1	CFHR4	196857144	196887843	2181	0	0	0	0	2	0	0	0	0	0
chr1	CFHR5	196946667	196978803	2828	0	0	0	0	0	2	0	0	0	0
chr1	CGN	151483862	151511167	5101	284	358	334	226	328	268	264	320	250	280
chr1	CHD1L	146714291	146767447	3014	4000	3608	4886	3178	4312	3620	4568	3628	3520	4218
chr1	CHD5	6161847	6240194	9663	38	48	34	60	46	30	30	24	50	40
chr1	CHI3L1	203148059	203155922	1837	6	10	16	8	6	4	8	16	22	6
chr1	CHI3L2	111770281	111786062	1611	6	8	2	2	8	8	2	4	0	2
chr1	CHIA	111833484	111863185	1685	0	0	0	2	0	2	0	0	0	0
chr1	CHIT1	203185207	203198860	2535	0	2	0	0	0	0	0	0	4	0
chr1	CHML	241792167	241799232	7066	4572	2084	5208	3542	1872	4084	2266	3962	4248	1814
chr1	CHRM3	239792373	240072717	2745	34	12	38	20	14	24	14	42	54	8
chr1	CHRNB2	154540257	154552353	5718	100	42	144	68	40	64	46	98	74	30
chr1	CHTOP	153606458	153618782	2166	4864	5622	6152	3834	8248	4470	7362	4832	4654	7678
chr1	CITED4	41326728	41328018	1291	1718	2764	1820	892	5136	1460	5162	1838	1728	4980
chr1	CKS1B	154947118	154951725	924	8742	10442	10452	6524	16174	8064	15086	7864	7562	15132
chr1	CLCA1	86934526	86965974	3120	0	0	0	0	0	0	0	0	0	0
chr1	CLCA2	86889769	86922240	4024	120	72	128	62	64	110	112	108	102	86
chr1	CLCA4	87012759	87046432	3208	0	0	0	4	4	0	4	0	2	0
chr1	CLCC1	109472130	109506111	4835	4926	3672	5436	3512	4008	4164	4406	4202	3914	3634
chr1	CLCN6	11866207	11903201	5654	2452	1782	2734	1694	2028	2006	2020	2260	2186	1830
chr1	CLCNKA	16348486	16360545	2536	6	2	8	2	2	4	6	8	12	4
chr1	CLCNKB	16370247	16383803	2923	16	22	18	16	14	20	38	22	18	24
chr1	CLDN19	43198764	43205925	3602	22	10	24	8	22	6	8	12	12	6
chr1	CLIC4	25071760	25170815	4434	83278	43788	98686	68476	44652	73722	47422	74750	77072	41410
chr1	CLK2	155232659	155243281	2137	1574	1922	1764	1132	2968	1276	2420	1472	1444	3056
chr1	CLSPN	36197713	36235551	8484	12936	7294	15074	10102	7896	11484	8420	11440	10636	6706
chr1	CLSTN1	9789079	9884550	5192	28152	26900	33248	18242	29412	24820	32468	24534	23678	28724
chr1	CMPK1	47799469	47844511	2930	14072	9916	16312	10880	12744	12476	11946	12358	12116	11274
chr1	CNIH3	224804179	224928249	2372	22	70	64	32	94	22	72	28	44	58
chr1	CNIH4	224544595	224563695	623	3276	3504	4014	2570	5562	2714	4694	2998	2860	5136
chr1	CNKSR1	26503981	26516375	2536	28	22	22	20	28	34	44	24	16	46
chr1	CNN3	95362507	95392735	2066	26702	20592	30348	19322	28428	22920	26612	22024	22862	25038
chr1	CNR2	24200460	24239817	1775	2	2	2	0	0	2	4	6	2	0
chr1	CNST	246729639	246831884	5564	1868	1212	2248	1478	1332	1582	1346	1790	1740	1190
chr1	CNTN2	205012340	205047171	7670	10	10	10	10	0	14	4	12	8	6
chr1	COG2	230778202	230829731	2960	2128	1794	2566	1558	2108	1760	2066	1822	1888	1688
chr1	COL11A1	103342023	103574052	7444	0	2	20	2	0	2	0	2	0	0
chr1	COL16A1	32117848	32169768	5584	472	448	556	244	562	512	524	400	364	556
chr1	COL24A1	86194916	86622121	6500	0	0	2	4	0	4	2	6	4	2
chr1	COL8A2	36560844	36565850	4445	774	502	926	564	490	784	558	818	714	446
chr1	COL9A2	40766163	40782939	2831	102	114	144	58	142	76	142	100	86	180
chr1	COPA	160258377	160313354	5666	27182	19130	32266	19960	19168	24972	22474	23796	23638	18270
chr1	CORT	10509776	10512060	1231	10	6	12	12	38	10	14	14	10	32
chr1	COX20	244998639	245008359	2616	410	400	482	342	558	422	564	414	402	560
chr1	CPSF3L	1246965	1260067	2629	5306	8188	6452	3914	12232	4530	11388	5260	4764	12254
chr1	CPT2	53662101	53679869	3094	1738	2032	2198	1340	2712	1652	2752	1664	1600	2590
chr1	CR1	207669473	207815110	9966	36	20	32	14	14	22	24	22	32	24
chr1	CR1L	207818458	207897036	1837	2	2	6	0	0	0	0	2	0	0
chr1	CR2	207627645	207663240	4170	2	2	6	0	0	2	8	2	4	0
chr1	CRABP2	156669400	156675608	1164	488	598	656	450	630	538	746	600	540	464
chr1	CRB1	197237334	197447585	5006	8	2	8	2	0	2	2	4	6	4
chr1	CRCT1	152486978	152488481	695	0	0	0	0	2	0	0	0	0	0
chr1	CREB3L4	153940315	153946840	1949	822	1040	1034	592	1212	628	1472	708	662	1690
chr1	CREG1	167510251	167523056	2025	1194	1100	1292	784	1402	1082	1698	1000	1022	1406
chr1	CRNN	152381719	152386750	1913	4	10	2	2	4	0	4	4	0	2
chr1	CROCC	17248445	17299474	6656	2166	3440	2652	1576	3128	1824	4096	2174	2040	3586
chr1	CROCCP2	16944751	16957401	1765	984	1186	1100	672	1868	734	1700	914	916	1824
chr1	CRP	159682079	159684379	2015	20	8	42	14	24	4	12	10	34	18
chr1	CRTC2	153920148	153931132	2678	3684	5268	4060	2350	8330	3166	7606	2972	3016	8012
chr1	CRYZ	75171172	75199092	2303	2042	1558	2468	1638	1470	1826	1808	1622	1766	1444
chr1	CSDE1	115259534	115300671	4313	51834	37286	61340	39002	39912	45620	42674	46062	45850	37548
chr1	CSF1	110453233	110473616	4915	4758	4002	5350	2828	6240	4084	5424	4066	4310	5184
chr1	CSF3R	36931644	36948915	3490	2	2	6	0	2	2	10	4	0	6
chr1	CSMD2	33979609	34631443	13108	6	8	12	2	2	4	12	2	4	0
chr1	CSRP1	201452658	201476387	2324	21900	24150	25198	16230	35356	20074	34546	19418	19690	34436
chr1	CTBS	85018804	85040163	3101	1978	1426	2228	1614	1652	1756	1764	1742	1778	1498
chr1	CTH	70876901	70905534	2140	74	76	74	52	74	52	78	62	54	80
chr1	CTNNBIP1	9908334	9970316	2995	1572	1862	1860	1084	2526	1388	2586	1448	1380	2586
chr1	CTPS	41445007	41478235	3199	8832	7402	10024	7040	10184	8150	9160	8230	7808	9040
chr1	CTRC	15764938	15773153	899	4	0	0	0	14	0	8	2	2	10
chr1	CTSE	206317459	206332104	2228	8	6	4	2	0	4	2	8	10	2
chr1	CTSK	150768684	150780917	1810	234	226	396	150	238	226	376	186	218	224
chr1	CTSS	150702672	150738433	4107	2150	1250	2456	1404	1786	1858	1868	1766	1778	1600
chr1	CTTNBP2NL	112938800	113003786	5900	8034	4374	9382	5406	5432	6934	4632	6412	6844	5244
chr1	CYB561D1	110036658	110043063	5157	1402	1428	1638	1032	1648	1332	1628	1204	1252	1486
chr1	CYB5R1	202931001	202936404	1643	2846	3336	3212	1992	5102	2330	4580	2428	2352	5062
chr1	CYB5RL	54638027	54665746	3533	972	738	1180	712	572	866	802	886	814	540
chr1	CYP2J2	60358980	60392423	1857	8	8	10	4	2	2	4	16	6	8
chr1	CYP4A11	47394846	47407156	2552	4	4	6	2	4	0	2	14	0	4
chr1	CYP4A22	47603107	47614526	1668	0	0	0	0	0	2	0	0	0	0
chr1	CYP4B1	47264670	47285021	2158	58	48	58	34	58	30	40	34	34	60
chr1	CYP4X1	47489240	47516423	2357	906	664	1034	492	1296	860	1048	640	758	1122
chr1	CYP4Z1	47533160	47583992	1907	4	6	6	0	10	4	10	10	6	6
chr1	CYR61	86046444	86049648	2293	124648	129742	165472	103918	96174	117238	186138	145906	140258	107970
chr1	DAB1	57463579	58716211	2580	0	0	0	0	0	0	2	0	0	0
chr1	DAP3	155658882	155708800	2217	7362	8064	8708	5826	10666	6420	10182	6782	6388	10286
chr1	DARC	159173803	159176290	2210	60	32	58	30	72	56	98	74	76	66
chr1	DARS2	173793797	173827682	3348	5946	4380	7070	4788	3976	5378	4992	5300	5388	4132
chr1	DBT	100652478	100715409	10815	1992	1514	2210	1598	1700	1750	1828	1816	1648	1552
chr1	DCAF6	167905797	168045083	3619	8990	7160	10210	6426	9234	7936	8952	7546	7700	8654
chr1	DCAF8	160185505	160232350	4690	7870	7314	9188	5496	9046	6602	9266	6960	6592	8568
chr1	DCDC2B	32674695	32681797	1349	94	114	112	66	254	86	128	78	98	214
chr1	DCLRE1B	114447915	114456708	3788	2660	2406	3328	1994	2592	2454	2692	2292	2208	2398
chr1	DCST1	155006282	155023406	2297	16	30	16	16	44	16	30	16	26	44
chr1	DCST2	154991003	155006257	2419	48	48	38	26	84	36	98	26	36	70
chr1	DDAH1	85784168	86044046	4482	15078	11180	17702	11042	11036	13844	13134	13466	13010	11254
chr1	DDI2	15943953	15987552	2680	794	332	1016	614	210	826	290	826	744	198
chr1	DDOST	20978260	20988037	2126	26346	28334	31592	18558	41470	23462	38880	23232	23260	39400
chr1	DDR2	162602228	162750247	3244	70	32	144	44	24	58	30	50	62	12
chr1	DDX20	112298190	112310199	3510	3372	2862	3916	2782	3312	2854	3286	2976	2950	3042
chr1	DDX59	200613165	200639126	2320	1084	920	1264	870	866	982	1028	1074	996	764
chr1	DEDD	161090769	161102478	2436	3080	3234	3506	2214	4546	2472	4012	2550	2548	4360
chr1	DEGS1	224370910	224381142	2063	12496	9986	15090	10064	14642	11458	13158	11340	11246	13034
chr1	DEM1	40974433	40982214	2203	1146	1400	1396	870	1678	1010	1614	1042	982	1474
chr1	DENND1B	197473879	197744623	10932	502	308	566	450	328	450	280	482	528	278
chr1	DENND2C	115127196	115212732	4514	74	52	72	56	34	82	34	70	50	44
chr1	DENND2D	111729801	111743281	2042	64	48	64	26	54	64	52	44	42	28
chr1	DENND4B	153901977	153919154	5688	5392	5986	6162	3608	6550	4388	6410	4834	4638	5812
chr1	DEPDC1	68939835	68962799	5333	11296	6792	13234	8436	6124	9924	7464	9700	9580	5852
chr1	DFFA	10520603	10532613	3393	5586	5588	6386	4436	7498	4956	6654	5424	4702	6784
chr1	DFFB	3773845	3801993	3028	628	610	680	474	826	510	722	694	536	704
chr1	DHCR24	55315300	55352921	4286	43358	32234	52132	34698	42340	40214	38488	40700	37504	38278
chr1	DHDDS	26758773	26797795	3328	3762	3808	4556	3020	5336	3400	4962	3626	3464	4930
chr1	DHRS3	12627939	12677820	1806	886	1306	1038	408	2128	710	2360	644	764	2476
chr1	DHX9	182808439	182857117	4673	30324	20150	36306	23124	22714	27126	24120	26440	25360	21128
chr1	DIEXF	210001312	210030910	8486	4368	2796	5256	3894	3412	3810	3188	4186	4128	2888
chr1	DIO1	54359861	54376759	1860	32	14	46	28	20	24	28	16	14	8
chr1	DIRAS3	68511645	68516460	1631	32	18	20	8	24	10	28	8	12	22
chr1	DISC1	231762561	232177019	13339	44	24	44	24	24	42	52	44	44	20
chr1	DISC2	231950372	231954263	3892	24	14	16	16	10	8	16	12	16	18
chr1	DISP1	222988431	223179337	4924	490	342	574	276	290	414	458	412	376	406
chr1	DKFZP564C196	183430011	183441117	2454	36	18	26	28	22	30	16	44	28	20
chr1	DLEU2L	64014651	64016307	1657	298	226	364	284	388	268	340	324	308	410
chr1	DLGAP3	35331037	35370984	3587	12	22	6	10	38	16	26	40	18	28
chr1	DMAP1	44679125	44686351	1766	2066	2866	2426	1474	4830	1788	4156	1940	1782	4526
chr1	DMBX1	46972668	46979886	2884	64	46	42	50	30	32	38	60	58	34
chr1	DMRTA2	50883223	50889119	3083	0	2	14	2	2	6	0	4	6	0
chr1	DMRTB1	53925072	53933158	1907	0	2	2	2	0	0	0	0	0	0
chr1	DNAH14	225117356	225586996	14457	30	30	54	38	16	8	34	18	30	10
chr1	DNAJB4	78470636	78482995	2237	11918	6598	13508	8842	7698	10194	7672	10244	9794	7202
chr1	DNAJC11	6694228	6761966	3293	4002	3228	4822	3322	3410	3772	3762	3896	3512	3120
chr1	DNAJC16	15853352	15898228	6025	2842	1890	3176	1832	2088	2436	2084	2488	2332	1870
chr1	DNAJC6	65730430	65881552	5750	1836	906	1980	1174	678	1682	984	1572	1486	772
chr1	DNAJC8	28526790	28559542	1764	15334	15240	17806	11716	23144	13236	19466	13286	12864	20960
chr1	DNALI1	38022520	38032458	2649	224	272	290	184	288	232	380	264	234	292
chr1	DNASE2B	84864215	84880691	1345	0	0	0	0	0	0	0	0	0	2
chr1	DNM3	171810621	172381857	7644	16	4	38	14	10	24	26	26	26	14
chr1	DNM3OS	172107724	172113975	6252	0	0	16	0	0	0	0	0	0	0
chr1	DNTTIP2	94335014	94344762	2722	9606	8040	11602	8530	10072	8774	9652	9058	8400	8984
chr1	DOCK7	62920397	63153969	7052	4060	2344	4708	3090	1836	3578	2320	3610	3596	1952
chr1	DPH2	44435653	44439043	2497	2394	2778	2994	1954	3858	2234	3280	2486	2244	3380
chr1	DPH5	101455180	101491362	1807	1324	1520	1652	1166	1922	1130	1714	1144	1146	1990
chr1	DPM3	155112367	155112996	547	576	992	738	372	1814	532	1500	508	546	1930
chr1	DPT	168664695	168698442	1728	0	0	4	0	0	0	0	2	0	0
chr1	DPYD	97543300	98386615	5616	4890	3202	5856	3552	2632	4372	3622	4142	4140	2612
chr1	DR1	93811478	93828148	3208	8570	5746	10086	6966	6384	7334	6636	7746	7418	6116
chr1	DRAM2	111659954	111682838	1886	3258	3204	3862	2424	4210	2814	4246	2938	2818	4152
chr1	DSTYK	205111631	205180727	7909	3324	2386	3988	2520	2302	3088	2312	3044	2836	2194
chr1	DTL	212208919	212278187	4412	8872	6732	10992	7140	7444	8102	8040	8252	8326	7008
chr1	DUSP10	221874764	221915516	3294	390	324	476	420	712	350	284	426	524	460
chr1	DUSP12	161719581	161726952	1249	1840	1886	2098	1426	3030	1604	2468	1672	1638	2672
chr1	DUSP23	159750759	159752333	685	2350	3594	2798	1618	6378	2152	5570	2306	2212	6350
chr1	DUSP27	167064087	167098402	4034	0	0	0	0	0	0	4	0	0	0
chr1	DUSP5P	228780657	228788159	2472	16	10	10	8	6	10	4	8	4	2
chr1	DVL1	1270658	1284492	2924	3388	5562	4256	2706	6616	2992	6462	3592	3116	6156
chr1	DYRK3	206808881	206822542	2261	380	294	490	324	382	292	354	354	420	296
chr1	E2F2	23832920	23857712	5193	1748	1826	2036	1176	1914	1358	2156	1658	1642	1868
chr1	EBNA1BP2	43629845	43638241	1642	9290	11146	11508	8518	17582	8658	14806	9442	8360	16466
chr1	ECE1	21543740	21672034	5737	65028	70200	74926	41116	74728	55000	83840	56026	52548	70682
chr1	ECHDC2	53361582	53387446	1590	1070	1516	1184	768	2378	878	2260	996	962	2350
chr1	ECM1	150480487	150486265	2231	2936	3340	3556	1880	4886	2630	4352	2792	2362	4470
chr1	EDARADD	236557680	236648008	3017	318	294	408	276	366	270	390	296	216	360
chr1	EDEM3	184659625	184724041	6632	5324	2246	6106	4102	1882	4680	2246	4700	4734	1760
chr1	EDN2	41944446	41950344	1243	110	80	154	82	260	106	192	96	96	140
chr1	EFCAB2	245133171	245288530	4946	384	398	448	318	524	280	464	386	344	420
chr1	EFCAB7	63989013	64038364	2361	568	438	568	374	424	494	508	462	390	374
chr1	EFHD2	15736391	15756839	2419	5698	7432	6752	4642	12556	4650	9748	5844	5660	11836
chr1	EFNA1	155100349	155107386	1566	4846	5238	5506	2944	6822	4164	8256	3568	4446	7678
chr1	EFNA3	155051348	155060014	1782	120	162	150	108	272	122	322	146	108	248
chr1	EFNA4	155036213	155042029	1257	412	540	486	268	1140	316	690	342	346	920
chr1	EGLN1	231499497	231560790	7097	6600	4578	7554	4774	5704	5960	6386	5816	5808	5250
chr1	EIF2B3	45316194	45452361	2152	2804	3318	3572	2486	4666	2500	4022	2868	2606	4296
chr1	EIF2C1	36348810	36389899	7478	5752	4284	6972	3978	4668	4836	4874	4662	4588	4444
chr1	EIF2C3	36396683	36522063	3645	1106	642	1382	862	680	938	700	1024	1046	586
chr1	EIF2C4	36273828	36323490	7060	2666	1748	2872	1778	1494	2038	2006	2054	2046	1578
chr1	EIF2D	206764974	206785904	2097	3550	3612	4058	2534	4818	2950	4636	3030	2996	4626
chr1	EIF3I	32687971	32697205	1458	14516	16070	17366	11590	24818	12736	22032	13718	13256	23384
chr1	EIF4G3	21132785	21503381	6970	12536	7738	14914	8850	6352	11052	7890	11040	10768	5676
chr1	ELAVL4	50513686	50667540	2463	2	0	0	0	0	0	0	0	0	0
chr1	ELF3	201979690	201986315	3247	0	4	6	0	2	12	10	4	8	4
chr1	ELK4	205577071	205602000	11847	12682	6618	14706	8814	6032	10708	6988	10960	10764	5514
chr1	ELOVL1	43829068	43833745	1786	9238	11058	11182	7354	17310	8350	14272	8516	8266	15236
chr1	ELTD1	79355449	79472495	3619	15056	10144	17824	12612	12962	12444	12582	13544	13118	11444
chr1	ENAH	225674534	225840845	13172	32210	15784	37472	24430	17856	31020	17058	29250	29060	15094
chr1	ENO1	8921059	8939151	3253	118694	139552	147224	97132	197298	107986	176236	116356	108374	185218
chr1	ENO1-AS1	8938894	8939943	446	16	8	6	8	32	12	24	10	14	30
chr1	ENSA	150594599	150602098	4145	15244	16814	18776	11868	26222	14144	23712	14020	13520	25404
chr1	EPB41	29213603	29446558	6292	3328	2096	4104	2322	1762	2964	2382	2894	2784	1660
chr1	EPHA10	38181646	38230824	6643	18	16	30	24	28	30	32	30	36	22
chr1	EPHA2	16450832	16482582	3964	14932	18398	18002	13204	17546	12928	21330	14476	16260	16870
chr1	EPHA8	22890004	22930087	5409	2	0	2	0	4	0	2	0	0	6
chr1	EPHB2	23037331	23241823	4869	7512	7278	9348	5534	8490	6478	8542	7364	6304	7630
chr1	EPHX1	225997797	226033262	1906	3008	3468	3394	1878	5492	2656	4628	2562	2606	4752
chr1	EPHX4	92495533	92529093	1443	144	126	160	112	158	100	182	134	82	112
chr1	EPRS	220141942	220220000	5015	21186	15848	26226	18018	15150	18852	16732	20330	19310	14622
chr1	EPS15	51819935	51984995	5483	12116	7418	14052	8746	7024	10594	8126	10442	10556	6786
chr1	EPS8L3	110292702	110306644	2321	0	2	2	0	2	0	0	0	0	0
chr1	ERI3	44686742	44820939	1743	3664	4484	4244	2706	6348	2958	6110	3238	3192	6374
chr1	ERMAP	43282776	43310660	3500	774	616	890	462	640	670	760	608	580	636
chr1	ERO1LB	236378422	236445339	5054	588	352	656	472	358	564	456	518	518	298
chr1	ERRFI1	8071779	8086393	3129	19862	11682	23384	17026	12566	18104	17040	20132	22256	11438
chr1	ESPN	6484848	6521004	3531	74	102	108	66	96	62	136	84	78	110
chr1	ESRRG	216676588	217311097	7377	2	0	0	0	0	0	0	0	0	0
chr1	ETNK2	204100190	204121307	2610	1048	1006	1086	632	1374	792	1376	860	898	1472
chr1	ETV3	157094459	157108383	2930	1164	510	1390	892	242	1060	318	1042	1064	256
chr1	ETV3L	157061835	157069600	1977	4	0	4	2	2	2	2	6	2	4
chr1	EVI5	92974253	93257961	7403	3526	2074	4096	2404	2112	3000	2152	3182	2932	1840
chr1	EXO1	242011493	242053241	3462	3720	2920	4392	2814	3808	3256	3576	3508	3362	3298
chr1	EXOC8	231468482	231473578	5097	3096	1928	3458	2196	1914	2554	2024	2714	2574	1754
chr1	EXOSC10	11126676	11159938	2807	14144	14190	16998	11688	19262	12800	17688	13112	12338	18364
chr1	EXTL1	26348271	26362954	4014	10	10	8	6	14	12	24	8	12	10
chr1	EXTL2	101337941	101360418	2887	2474	1626	2790	1774	1920	2124	2012	2188	2180	1790
chr1	EYA3	28296855	28415148	6026	3996	3236	4652	2924	4626	3332	3812	3496	3262	4136
chr1	F11R	160965001	160991133	4830	15550	14394	17602	9430	20548	12908	22040	12220	12132	19430
chr1	F13B	197008321	197036397	2217	10	6	4	8	8	10	8	8	12	0
chr1	F3	94994732	95007413	2393	224	148	290	244	184	218	238	276	352	146
chr1	F5	169481192	169555769	9179	92	38	108	100	6	68	36	96	104	18
chr1	FAAH	46859939	46879520	2095	54	76	60	46	108	36	102	70	54	122
chr1	FABP3	31838100	31845923	1097	148	80	204	134	166	110	108	152	184	122
chr1	FAF1	50906935	51425936	2583	7316	6910	9188	5856	8284	6672	8628	6796	6140	7938
chr1	FAIM3	207076631	207095378	3085	26	24	30	14	42	18	30	14	16	26
chr1	FAM102B	109102971	109181949	5340	438	238	500	296	222	360	230	398	422	162
chr1	FAM110D	26485511	26489119	1524	54	78	52	40	248	52	130	60	52	202
chr1	FAM129A	184760166	184943682	6926	116	144	146	112	74	98	88	114	86	86
chr1	FAM131C	16384264	16400127	1701	62	110	110	46	108	70	104	60	60	102
chr1	FAM132A	1177826	1182102	1043	54	50	42	28	108	22	126	46	60	94
chr1	FAM151A	55074850	55089200	1981	10	10	20	4	16	10	14	8	12	22
chr1	FAM159A	53099066	53122737	698	8	2	16	8	14	0	12	2	2	8
chr1	FAM163A	179712298	179785333	2909	6	0	4	2	2	4	4	2	0	2
chr1	FAM167B	32712818	32714461	956	196	232	204	98	498	162	314	168	148	420
chr1	FAM176B	36787632	36789755	1054	1674	2644	1896	1124	5932	1434	4600	1610	1542	5444
chr1	FAM177B	222910558	222924002	1345	2	0	12	4	2	0	6	0	2	0
chr1	FAM183A	43613594	43622067	517	6	26	18	6	28	8	32	12	2	2
chr1	FAM189B	155216996	155225274	3190	3480	4158	4180	2306	5322	2876	5192	3262	2982	5158
chr1	FAM19A3	113263189	113269856	1133	0	0	2	4	2	0	2	2	2	2
chr1	FAM20B	178995074	179045702	5946	9028	6790	10342	6524	6606	8272	7668	7816	7744	6370
chr1	FAM212B	112264686	112298419	6077	1318	1408	1526	928	1700	1138	1764	1174	1352	1468
chr1	FAM213B	2517899	2522908	2981	2188	2720	2630	1708	3936	1990	3352	2184	1978	3538
chr1	FAM40A	110577241	110597263	3262	3708	3438	4442	2610	4566	3186	4008	3292	3028	4258
chr1	FAM41C	803451	812182	1706	40	34	36	36	90	38	52	24	28	54
chr1	FAM43B	20878932	20881513	2582	8	8	6	0	10	6	10	2	6	6
chr1	FAM46B	27331511	27339333	2374	1394	1682	1674	1318	2280	1416	2404	1460	1392	2072
chr1	FAM46C	118148604	118171011	5720	56	32	62	78	56	22	36	44	100	46
chr1	FAM54B	26146397	26159433	2403	1964	2238	2472	1534	3394	1746	3054	1840	1774	2940
chr1	FAM5B	177140633	177251558	3558	0	2	0	0	0	0	0	0	0	2
chr1	FAM5C	190066797	190446759	2884	0	0	2	0	0	0	0	0	0	0
chr1	FAM63A	150969301	150980854	3099	768	1012	988	522	1264	626	1172	642	616	1274
chr1	FAM69A	93298286	93427079	3099	282	150	304	236	126	220	134	290	274	142
chr1	FAM71A	212797789	212800120	2332	22	78	36	58	4	12	14	32	42	0
chr1	FAM72A	206138911	206155074	1867	24	36	36	16	18	28	48	32	34	14
chr1	FAM72B	120839005	120855681	2374	16	34	32	22	22	36	20	22	36	20
chr1	FAM72D	143896452	143913143	2393	68	116	66	70	80	60	84	58	40	58
chr1	FAM73A	78245309	78344081	5263	3826	1594	4144	3136	1292	3412	1612	3516	3586	1202
chr1	FAM76A	28052490	28089423	3459	1258	1084	1466	892	1400	1052	1352	1094	1168	1312
chr1	FAM78B	166039256	166135958	1481	0	2	4	4	0	0	0	2	0	0
chr1	FAM89A	231154704	231175995	1498	128	144	102	64	184	102	240	72	116	148
chr1	FAM91A2	149576262	149672733	1267	0	0	2	0	0	0	0	0	2	0
chr1	FASLG	172628185	172636012	1859	0	0	0	0	0	0	0	0	0	0
chr1	FBLIM1	16085255	16113084	3773	25294	27274	28608	16466	36728	22054	36866	21876	22648	33332
chr1	FBXO2	11708418	11714888	1715	98	102	94	64	102	90	132	64	64	82
chr1	FBXO28	224301791	224349749	5449	5960	3846	7034	4756	4036	5306	3732	5646	5214	3626
chr1	FBXO42	16576559	16678948	2976	2528	2068	2754	1712	2702	2138	2700	2144	1978	2656
chr1	FBXO44	11714432	11723384	3527	406	574	416	302	894	332	770	360	306	874
